,year,day,length,avg_weight,count,missing_scales,fish_nearby,income
7396,2017.0,170.0,0.0,1.0,1.0,0.0,2.0,4.0
7397,2013.0,313.0,0.0,1.0,1.0,0.0,2.0,10.667222
7398,2014.0,294.0,144.0,0.004350762,2211.0,2052.0,2.0,3.02
7399,2015.0,159.0,144.0,3.1253064,1630.0,0.0,3.0,58.027245
7400,2015.0,253.0,2.0,1.0,1.0,0.0,1.0,21.7
7401,2012.0,218.0,0.0,0.5,1.0,0.0,2.0,9.995
7402,2014.0,101.0,0.0,1.0,1.0,0.0,2.0,200.0
7403,2018.0,109.0,0.0,1.0,1.0,0.0,1.0,6.1293316
7404,2017.0,191.0,4.0,0.035714287,1.0,0.0,2.0,4.0
7405,2018.0,169.0,0.0,1.0,1.0,0.0,2.0,47.705532
7406,2013.0,308.0,144.0,7.7078004,1772.0,9.0,10.0,5173.3
7407,2014.0,86.0,0.0,1.0,1.0,0.0,1.0,3.7
7408,2016.0,321.0,8.0,0.125,1.0,0.0,1.0,4.0595703
7409,2014.0,97.0,2.0,0.5,1.0,0.0,2.0,13.0
7410,2012.0,360.0,0.0,0.5,1.0,0.0,1.0,5875.3584
7411,2013.0,334.0,2.0,0.083333336,1.0,0.0,1.0,3.006
7412,2013.0,237.0,140.0,1.5710713,294.0,292.0,6.0,125.6
7413,2015.0,239.0,38.0,0.7971354,11.0,11.0,5.0,25.985804
7414,2011.0,315.0,48.0,0.72625965,133.0,0.0,1.0,57.642033
7415,2011.0,129.0,0.0,0.5,1.0,0.0,1.0,5.7
7416,2016.0,266.0,144.0,0.15347834,3232.0,0.0,2.0,6.4
7417,2016.0,159.0,0.0,0.5,1.0,0.0,2.0,12.0
7418,2015.0,144.0,0.0,0.5,1.0,0.0,1.0,16.078556
7419,2011.0,93.0,4.0,0.5,1.0,0.0,2.0,494.7
7420,2014.0,134.0,144.0,0.002903985,665.0,0.0,2.0,9.442107
7421,2016.0,78.0,4.0,0.25,1.0,0.0,1.0,4.999
7422,2017.0,36.0,2.0,0.0005952381,2.0,0.0,1.0,3.2957156
7423,2016.0,83.0,28.0,0.00012207031,1.0,0.0,1.0,10.0
7424,2013.0,335.0,0.0,1.0,1.0,0.0,2.0,24.391
7425,2017.0,59.0,2.0,0.5,1.0,0.0,2.0,10.0
7426,2016.0,181.0,8.0,0.0625,1.0,0.0,2.0,12.0
7427,2016.0,78.0,0.0,0.5,1.0,0.0,1.0,5.0
7428,2013.0,127.0,2.0,0.5,1.0,0.0,1.0,454.305
7429,2016.0,69.0,144.0,0.008089078,2278.0,0.0,1.0,5.0
7430,2015.0,247.0,20.0,0.00048828125,1.0,0.0,2.0,421.72284
7431,2014.0,92.0,2.0,2.0,2.0,0.0,2.0,18.5
7432,2015.0,237.0,144.0,0.00047741452,4365.0,3613.0,2.0,27.1
7433,2016.0,82.0,2.0,0.25,1.0,0.0,1.0,5.0
7434,2013.0,282.0,136.0,1.631653,397.0,2.0,4.0,60.0
7435,2012.0,251.0,82.0,1.0,1.0,0.0,2.0,80.41
7436,2015.0,298.0,144.0,6.600635e-05,4555.0,4189.0,2.0,428.3907
7437,2016.0,169.0,0.0,1.0,1.0,0.0,2.0,4.5
7438,2017.0,47.0,144.0,0.4726442,4651.0,0.0,2.0,80.01
7439,2011.0,82.0,14.0,1.0,1.0,0.0,2.0,14.8
7440,2012.0,241.0,2.0,0.032349247,57.0,57.0,3.0,6.7
7441,2013.0,315.0,0.0,1.0,1.0,0.0,2.0,9.980657
7442,2014.0,150.0,92.0,1.0,2.0,0.0,2.0,181.60352
7443,2017.0,126.0,144.0,1.0049733,8863.0,2.0,4.0,35.03954
7444,2017.0,197.0,12.0,0.25,1.0,0.0,2.0,3.372804
7445,2016.0,287.0,30.0,0.03125,1.0,0.0,2.0,7.87
7446,2017.0,356.0,0.0,1.0,1.0,0.0,2.0,3.2262652
7447,2016.0,141.0,144.0,0.05640136,3063.0,0.0,1.0,12.0
7448,2011.0,215.0,30.0,0.015625,1.0,0.0,2.0,60.008606
7449,2017.0,51.0,4.0,0.04761905,1.0,1.0,2.0,7.5
7450,2016.0,215.0,144.0,0.26063526,5991.0,0.0,1.0,14.0
7451,2014.0,10.0,0.0,0.01923077,1.0,0.0,1.0,3.287718
7452,2015.0,323.0,0.0,0.5,1.0,0.0,1.0,15.4
7453,2014.0,334.0,144.0,0.060712136,1050.0,0.0,2.0,6.9852
7454,2018.0,277.0,0.0,1.0,1.0,0.0,1.0,9.81446
7455,2014.0,346.0,144.0,0.04562166,1651.0,1616.0,2.0,105.4
7456,2017.0,37.0,24.0,0.125,1.0,0.0,2.0,10.0
7457,2016.0,61.0,144.0,0.008719861,4282.0,0.0,1.0,40.0
7458,2016.0,265.0,2.0,0.078947365,4.0,0.0,2.0,7.987
7459,2011.0,12.0,10.0,0.125,1.0,0.0,1.0,455.0
7460,2016.0,195.0,6.0,0.25,1.0,0.0,2.0,9.482
7461,2015.0,252.0,144.0,0.0381362,942.0,0.0,1.0,28.729734
7462,2012.0,114.0,0.0,0.5,1.0,0.0,1.0,499.6578
7463,2013.0,241.0,126.0,0.5166571,149.0,0.0,2.0,19.094143
7464,2016.0,122.0,144.0,0.20850614,3247.0,0.0,2.0,27.5
7465,2012.0,239.0,18.0,0.78125,3.0,0.0,6.0,118.19537
7466,2016.0,207.0,4.0,0.16666667,2.0,0.0,1.0,20.2
7467,2011.0,305.0,52.0,2.3841858e-07,1.0,0.0,1.0,11.4
7468,2015.0,61.0,0.0,1.0,2.0,0.0,2.0,33.22655
7469,2014.0,95.0,0.0,0.016393442,1.0,0.0,1.0,5.508206
7470,2016.0,144.0,144.0,0.032140225,72.0,0.0,1.0,15.0
7471,2016.0,84.0,0.0,0.5,1.0,0.0,2.0,41.0
7472,2013.0,34.0,2.0,0.07692308,3.0,0.0,2.0,4.634377
7473,2016.0,316.0,2.0,1.0,1.0,0.0,2.0,10.0
7474,2012.0,278.0,14.0,0.0078125,1.0,0.0,1.0,4.0
7475,2016.0,148.0,144.0,0.10434054,2271.0,0.0,2.0,12.0
7476,2012.0,39.0,2.0,2.5,4.0,0.0,8.0,209.7
7477,2016.0,199.0,0.0,1.0,1.0,0.0,2.0,22.4498
7478,2016.0,218.0,144.0,0.08159831,3520.0,718.0,1.0,40.0
7479,2014.0,61.0,144.0,0.013172017,1019.0,943.0,2.0,3.2272
7480,2015.0,22.0,6.0,1.0,2.0,0.0,4.0,63.6
7481,2013.0,23.0,4.0,0.083333336,1.0,0.0,2.0,5.4309688
7482,2016.0,116.0,144.0,8.0769154e-05,924.0,0.0,2.0,12.4
7483,2011.0,25.0,12.0,0.5,1.0,0.0,2.0,485.0
7484,2012.0,8.0,2.0,0.015824711,55.0,0.0,1.0,5.1
7485,2015.0,80.0,14.0,0.04761905,2.0,0.0,2.0,4.3
7486,2014.0,11.0,128.0,1.1141292,2168.0,0.0,1.0,34.256805
7487,2015.0,345.0,144.0,0.7674896,1377.0,1152.0,2.0,42.84832
7488,2016.0,132.0,12.0,0.015625,1.0,0.0,2.0,7.916904
7489,2014.0,114.0,0.0,0.5,1.0,0.0,1.0,4.75
7490,2017.0,77.0,0.0,1.0,1.0,0.0,2.0,10.0
7491,2015.0,251.0,0.0,0.5,1.0,0.0,1.0,69.911995
7492,2016.0,272.0,2.0,0.25,1.0,0.0,2.0,8.0
7493,2016.0,159.0,144.0,1.3412015e-09,2616.0,0.0,1.0,12.0
7494,2017.0,34.0,12.0,0.5,1.0,0.0,2.0,10.0
7495,2013.0,196.0,28.0,0.026744876,18.0,0.0,2.0,4.078
7496,2011.0,260.0,2.0,0.5,1.0,0.0,1.0,649.2
7497,2012.0,324.0,0.0,0.25,1.0,0.0,1.0,3.5044
7498,2011.0,335.0,2.0,0.5,1.0,0.0,2.0,26.16025
7499,2014.0,186.0,4.0,0.5,1.0,0.0,1.0,48.99
7500,2014.0,76.0,144.0,0.42723873,1367.0,1258.0,3.0,250.0
7501,2014.0,92.0,10.0,0.015625,1.0,0.0,2.0,15.3258
7502,2016.0,202.0,0.0,0.5,1.0,0.0,2.0,7.286
7503,2017.0,255.0,0.0,1.0,2.0,0.0,3.0,10.506395
7504,2018.0,105.0,0.0,1.0,1.0,0.0,1.0,174.84897
7505,2018.0,230.0,2.0,0.5,1.0,0.0,2.0,11.0
7506,2013.0,155.0,2.0,0.75,2.0,0.0,1.0,31.301748
7507,2016.0,182.0,144.0,1.107698e-06,10.0,9.0,2.0,10.0
7508,2017.0,318.0,0.0,0.14285715,1.0,0.0,1.0,10.06
7509,2013.0,299.0,2.0,0.16666667,1.0,0.0,2.0,10.298016
7510,2017.0,196.0,144.0,0.047076736,4990.0,0.0,2.0,4.0
7511,2013.0,112.0,0.0,0.5,1.0,0.0,2.0,150.0
7512,2011.0,364.0,2.0,0.071428575,1.0,0.0,2.0,399.38553
7513,2014.0,344.0,144.0,0.007008089,2858.0,2852.0,2.0,13.0773
7514,2016.0,304.0,144.0,0.14544894,2771.0,0.0,1.0,10.0861
7515,2011.0,198.0,0.0,1.0,1.0,0.0,1.0,9.8
7516,2013.0,123.0,2.0,0.005718207,25.0,0.0,1.0,10.9
7517,2016.0,202.0,14.0,0.0625,1.0,0.0,2.0,9.067
7518,2013.0,311.0,0.0,1.0,1.0,0.0,1.0,5.8706403
7519,2018.0,211.0,0.0,0.5,1.0,0.0,2.0,3.5
7520,2014.0,247.0,144.0,0.0018418984,892.0,609.0,2.0,6.03223
7521,2013.0,230.0,2.0,1.0,1.0,0.0,2.0,272.2908
7522,2014.0,106.0,144.0,2.30336,2115.0,2115.0,9.0,37.9
7523,2012.0,221.0,0.0,0.5,1.0,0.0,1.0,148.0
7524,2016.0,270.0,24.0,0.0009765625,1.0,0.0,2.0,516.59015
7525,2018.0,303.0,0.0,1.0,1.0,0.0,2.0,12.300663
7526,2017.0,68.0,4.0,0.03125,1.0,0.0,2.0,8.0
7527,2017.0,239.0,138.0,0.0078125,1.0,0.0,2.0,112.93603
7528,2013.0,284.0,2.0,0.5,1.0,0.0,1.0,19.995
7529,2013.0,233.0,144.0,0.5094544,2600.0,2596.0,4.0,70.0
7530,2017.0,195.0,0.0,0.5,1.0,0.0,2.0,10.0
7531,2015.0,232.0,0.0,0.5,1.0,0.0,1.0,26.0
7532,2011.0,97.0,20.0,1.015625,3.0,3.0,2.0,377.9
7533,2017.0,262.0,0.0,0.14285715,1.0,0.0,2.0,6.163
7534,2013.0,285.0,32.0,0.033203125,2.0,0.0,2.0,7.688
7535,2013.0,182.0,0.0,1.0,1.0,0.0,2.0,15.8387
7536,2012.0,70.0,0.0,0.5,1.0,0.0,1.0,21.022152
7537,2011.0,218.0,24.0,0.00012207031,2.0,0.0,2.0,5.7
7538,2016.0,250.0,144.0,0.17093402,4813.0,0.0,1.0,40.0
7539,2016.0,183.0,144.0,1.8684399,3586.0,0.0,1.0,25.0
7540,2013.0,336.0,0.0,1.0,1.0,0.0,2.0,37.0
7541,2015.0,197.0,20.0,0.16363636,6.0,0.0,1.0,18.5
7542,2013.0,182.0,0.0,1.0,1.0,0.0,1.0,322.623
7543,2017.0,308.0,144.0,1.200619,5742.0,5708.0,1.0,3.59
7544,2014.0,85.0,144.0,0.07804518,1456.0,0.0,1.0,10.0
7545,2013.0,105.0,38.0,0.00088549627,13.0,0.0,2.0,43.9137
7546,2011.0,252.0,2.0,0.5,1.0,0.0,2.0,12.701274
7547,2014.0,79.0,144.0,0.5418107,1668.0,0.0,2.0,15.748263
7548,2017.0,198.0,2.0,0.5,1.0,0.0,2.0,4.0
7549,2013.0,331.0,144.0,0.53125,4414.0,1.0,5.0,15.0
7550,2013.0,5.0,8.0,0.03125,1.0,0.0,2.0,40.0
7551,2013.0,229.0,2.0,10.8,6.0,6.0,11.0,113.17975
7552,2014.0,7.0,8.0,0.041666668,1.0,0.0,1.0,6.0
7553,2015.0,335.0,144.0,0.00074561336,3558.0,0.0,2.0,109.60232
7554,2014.0,7.0,32.0,0.006082625,12.0,0.0,1.0,130.0
7555,2014.0,157.0,144.0,8.7633336e-05,1398.0,1335.0,2.0,4.613736
7556,2016.0,245.0,10.0,0.5,1.0,0.0,1.0,12.449467
7557,2017.0,139.0,144.0,0.10733801,5864.0,0.0,2.0,24.175867
7558,2011.0,182.0,66.0,3.0711377,35.0,35.0,8.0,40.0
7559,2017.0,156.0,144.0,0.018772125,1655.0,0.0,2.0,4.0
7560,2017.0,25.0,8.0,1.0,1.0,0.0,1.0,39.99853
7561,2012.0,273.0,28.0,6.1035156e-05,1.0,0.0,1.0,339.7
7562,2014.0,169.0,24.0,0.16666667,2.0,0.0,2.0,4.2800064
7563,2016.0,364.0,10.0,0.011904762,1.0,0.0,2.0,10.9524
7564,2015.0,258.0,0.0,1.0,1.0,0.0,2.0,104.0
7565,2016.0,149.0,6.0,0.16666667,1.0,0.0,2.0,5.47
7566,2016.0,128.0,2.0,0.5,1.0,0.0,1.0,15.0
7567,2016.0,232.0,144.0,0.19785064,4188.0,0.0,2.0,20.0
7568,2014.0,131.0,0.0,0.5,1.0,0.0,1.0,8.125
7569,2016.0,336.0,0.0,0.5,1.0,0.0,2.0,8.0
7570,2015.0,69.0,116.0,0.37371364,9.0,0.0,1.0,17.6
7571,2011.0,359.0,0.0,0.5,1.0,0.0,2.0,30.0
7572,2018.0,295.0,0.0,1.0,1.0,0.0,1.0,241.44162
7573,2011.0,129.0,2.0,0.1513119,6.0,3.0,9.0,32.599087
7574,2014.0,89.0,144.0,0.47737363,941.0,1.0,2.0,16.62443
7575,2017.0,63.0,0.0,0.5,1.0,0.0,2.0,24.1507
7576,2016.0,232.0,4.0,0.125,2.0,0.0,1.0,40.0
7577,2016.0,166.0,12.0,0.5,1.0,0.0,2.0,12.0
7578,2013.0,128.0,2.0,0.25,1.0,0.0,2.0,5.7201023
7579,2014.0,226.0,144.0,0.005050797,606.0,606.0,2.0,109.299995
7580,2016.0,265.0,2.0,0.055555556,1.0,0.0,2.0,10.0
7581,2018.0,214.0,144.0,0.13245888,1044.0,0.0,1.0,5.980581
7582,2014.0,86.0,2.0,2.0,2.0,0.0,2.0,11.04
7583,2016.0,289.0,144.0,0.01284723,2117.0,0.0,2.0,10.0
7584,2014.0,186.0,0.0,1.0,1.0,0.0,1.0,9.998
7585,2017.0,125.0,10.0,0.25,1.0,0.0,2.0,12.542026
7586,2015.0,169.0,8.0,0.7,3.0,0.0,2.0,41.2
7587,2017.0,337.0,144.0,2.6798843e-06,3375.0,1.0,2.0,15.1811905
7588,2016.0,173.0,14.0,4.286694e-06,1.0,0.0,1.0,500.0
7589,2016.0,95.0,144.0,0.0012050868,3475.0,2045.0,2.0,37.5
7590,2013.0,305.0,20.0,1.0000073,3.0,0.0,3.0,2478.1577
7591,2014.0,193.0,6.0,1.02,3.0,0.0,3.0,51.851025
7592,2016.0,184.0,6.0,0.125,1.0,0.0,1.0,20.0
7593,2011.0,159.0,24.0,0.015625,1.0,0.0,2.0,2066.239
7594,2016.0,123.0,62.0,0.5,1.0,0.0,2.0,7.021865
7595,2016.0,265.0,144.0,0.17181844,3389.0,0.0,1.0,12.0
7596,2016.0,36.0,24.0,0.015625,1.0,0.0,2.0,778.01025
7597,2018.0,197.0,144.0,0.27257574,5363.0,4120.0,2.0,11.0
7598,2013.0,328.0,110.0,2.2558336999999997e-19,13.0,13.0,3.0,749.453
7599,2017.0,62.0,2.0,1.0,1.0,0.0,2.0,21.628284
7600,2017.0,274.0,0.0,0.09090909,1.0,0.0,1.0,10.189076
7601,2012.0,67.0,0.0,1.0,1.0,0.0,1.0,10.0
7602,2013.0,313.0,0.0,0.5,1.0,0.0,2.0,38.0
7603,2016.0,218.0,0.0,0.125,1.0,0.0,2.0,10.438
7604,2015.0,104.0,0.0,0.5,1.0,0.0,2.0,425.0
7605,2014.0,216.0,0.0,0.5,1.0,0.0,1.0,9.021605
7606,2013.0,282.0,0.0,1.0,1.0,0.0,1.0,9.957
7607,2011.0,117.0,66.0,1.9073486e-06,1.0,0.0,2.0,301.6
7608,2017.0,178.0,144.0,0.00015340107,8612.0,0.0,2.0,4.0
7609,2017.0,143.0,0.0,1.0,1.0,0.0,2.0,3.0
7610,2012.0,328.0,30.0,0.0076069525,28.0,0.0,2.0,53.96
7611,2014.0,86.0,0.0,0.025,1.0,0.0,2.0,3.7045677
7612,2013.0,299.0,2.0,0.5,1.0,0.0,2.0,10.0
7613,2013.0,213.0,4.0,0.875,3.0,0.0,2.0,150.0
7614,2012.0,318.0,40.0,3.8146973e-06,1.0,0.0,2.0,215.395
7615,2016.0,237.0,46.0,1.5258789e-05,1.0,0.0,2.0,24.0
7616,2018.0,71.0,144.0,0.24457474,1924.0,0.0,2.0,30.0
7617,2017.0,81.0,2.0,0.5,1.0,0.0,2.0,8.0
7618,2017.0,62.0,10.0,0.0009645062,4.0,0.0,1.0,4.090057
7619,2016.0,114.0,2.0,0.083333336,1.0,0.0,2.0,14.574599
7620,2014.0,155.0,144.0,0.8322292,1114.0,23.0,2.0,77.0
7621,2013.0,248.0,48.0,0.5,1.0,0.0,2.0,45.7433
7622,2014.0,83.0,144.0,1.0244122,965.0,0.0,2.0,15.171718
7623,2016.0,161.0,74.0,0.25,2.0,0.0,4.0,24.0
7624,2013.0,342.0,50.0,0.125,1.0,0.0,2.0,919.8204
7625,2014.0,306.0,144.0,2.8785348e-06,478.0,359.0,2.0,49.66
7626,2017.0,58.0,0.0,0.5,1.0,0.0,2.0,8.0
7627,2016.0,237.0,2.0,0.33333334,1.0,0.0,2.0,12.0
7628,2015.0,239.0,8.0,0.125,1.0,0.0,1.0,4.217536
7629,2016.0,197.0,2.0,0.5,1.0,0.0,2.0,9.275
7630,2016.0,83.0,144.0,0.6571573,1282.0,0.0,2.0,40.0
7631,2015.0,101.0,12.0,0.104166664,1.0,1.0,4.0,13.397
7632,2016.0,120.0,144.0,3.2794707,1288.0,0.0,2.0,2481.267
7633,2011.0,41.0,0.0,1.0,1.0,0.0,1.0,17580.0
7634,2013.0,334.0,44.0,0.87503815,14.0,0.0,2.0,8.416272
7635,2015.0,221.0,2.0,0.006849315,1.0,0.0,1.0,5.0
7636,2016.0,106.0,94.0,1.4901161e-08,1.0,0.0,2.0,12.5
7637,2013.0,132.0,2.0,1.0,1.0,0.0,1.0,3.63666
7638,2017.0,213.0,72.0,1.0,1.0,0.0,2.0,18.07433
7639,2014.0,189.0,2.0,0.5,1.0,0.0,2.0,23.538
7640,2011.0,275.0,0.0,1.0,1.0,0.0,1.0,50.0
7641,2014.0,86.0,22.0,0.009114583,6.0,0.0,1.0,5.9771757
7642,2016.0,109.0,144.0,1.7493372,3326.0,9.0,1.0,500.0
7643,2018.0,15.0,52.0,0.5,1.0,0.0,2.0,157.84117
7644,2016.0,181.0,0.0,0.5,1.0,0.0,2.0,20.0
7645,2016.0,72.0,2.0,0.035714287,1.0,0.0,2.0,5.0
7646,2012.0,170.0,4.0,0.029081633,13.0,0.0,2.0,5.4200635
7647,2013.0,131.0,4.0,0.25,1.0,0.0,2.0,10.0
7648,2017.0,314.0,94.0,0.015625,1.0,0.0,1.0,107.50367
7649,2016.0,317.0,4.0,0.004115226,1.0,0.0,2.0,8.0
7650,2017.0,156.0,10.0,0.0625,1.0,0.0,2.0,4.0
7651,2013.0,63.0,14.0,0.03125,1.0,0.0,2.0,3.9769616
7652,2014.0,87.0,0.0,1.0,1.0,0.0,2.0,49.9
7653,2018.0,74.0,44.0,0.125,1.0,0.0,2.0,8.439797
7654,2011.0,196.0,70.0,1.9073486e-06,1.0,0.0,2.0,34.99942
7655,2016.0,279.0,34.0,0.0009765625,1.0,0.0,2.0,10.0
7656,2015.0,148.0,144.0,0.117188424,2522.0,919.0,2.0,12.9051695
7657,2012.0,119.0,2.0,0.25,1.0,0.0,2.0,22.323
7658,2017.0,111.0,144.0,0.13398008,7769.0,7304.0,2.0,4.052
7659,2012.0,280.0,46.0,0.0020751953,2.0,0.0,2.0,4.6
7660,2017.0,90.0,4.0,0.25,1.0,0.0,2.0,6605.29
7661,2016.0,363.0,6.0,0.014851485,2.0,0.0,1.0,9.257636
7662,2014.0,178.0,0.0,1.0,2.0,0.0,2.0,107.00464
7663,2013.0,91.0,138.0,8.138021e-05,3991.0,0.0,2.0,50.82951
7664,2016.0,222.0,0.0,0.5,1.0,0.0,1.0,9.4463
7665,2016.0,137.0,12.0,0.015625,1.0,0.0,1.0,40.0
7666,2013.0,102.0,8.0,1.1875,3.0,0.0,4.0,17.49
7667,2018.0,75.0,4.0,0.5,1.0,0.0,2.0,68.49937
7668,2016.0,259.0,144.0,0.5119179,4910.0,3525.0,1.0,40.0
7669,2013.0,250.0,6.0,0.5,1.0,0.0,2.0,4.2226386
7670,2016.0,110.0,38.0,0.00390625,3.0,0.0,2.0,12.5
7671,2016.0,287.0,26.0,0.001953125,1.0,0.0,2.0,9.999
7672,2014.0,200.0,0.0,1.0,1.0,0.0,2.0,5.946544
7673,2014.0,314.0,2.0,1.0,1.0,0.0,2.0,3.086
7674,2016.0,153.0,2.0,0.25,1.0,0.0,1.0,50.0
7675,2016.0,72.0,12.0,2.5652778,6.0,0.0,2.0,30.0
7676,2014.0,287.0,144.0,1.3650933e-05,2398.0,1777.0,2.0,6.37366
7677,2016.0,176.0,4.0,0.125,5.0,0.0,1.0,12.0
7678,2011.0,223.0,12.0,0.03203125,41.0,0.0,2.0,436.29
7679,2014.0,19.0,0.0,1.0,1.0,0.0,1.0,8.323632
7680,2016.0,49.0,0.0,1.0,1.0,0.0,1.0,5.0
7681,2018.0,250.0,144.0,0.69616103,4861.0,4438.0,3.0,160.0
7682,2014.0,92.0,144.0,0.38689536,2180.0,1452.0,5.0,55.0
7683,2015.0,74.0,56.0,1.0,2.0,0.0,2.0,5.072758
7684,2017.0,13.0,24.0,0.00390625,1.0,0.0,2.0,10.0
7685,2013.0,290.0,10.0,0.020833334,1.0,0.0,1.0,20.0
7686,2014.0,187.0,4.0,1.0,1.0,0.0,2.0,4.737
7687,2014.0,291.0,134.0,0.25283268,812.0,0.0,2.0,3.6707125
7688,2013.0,174.0,2.0,0.5,1.0,0.0,2.0,768.5691
7689,2016.0,79.0,144.0,6.168044e-05,4453.0,4397.0,2.0,17.806055
7690,2015.0,87.0,0.0,1.0,1.0,0.0,2.0,9.999
7691,2016.0,320.0,22.0,0.125,1.0,0.0,2.0,10.0
7692,2015.0,155.0,0.0,1.0,1.0,0.0,1.0,22.4
7693,2017.0,12.0,2.0,0.25,1.0,0.0,2.0,10.0
7694,2016.0,117.0,144.0,0.03159829,880.0,0.0,2.0,16.5
7695,2016.0,287.0,2.0,0.041666668,1.0,0.0,2.0,8.0
7696,2015.0,253.0,0.0,0.5,1.0,0.0,1.0,21.7
7697,2016.0,159.0,0.0,1.0,1.0,0.0,2.0,10.0
7698,2014.0,84.0,144.0,1.5129999,955.0,3.0,2.0,100.995
7699,2014.0,127.0,10.0,0.38392857,4.0,0.0,1.0,4.77547
7700,2017.0,109.0,30.0,0.00390625,2.0,0.0,2.0,10.0
7701,2011.0,289.0,0.0,0.5,1.0,0.0,1.0,38.1
7702,2016.0,147.0,144.0,0.0006140861,2345.0,0.0,2.0,12.5
7703,2014.0,145.0,0.0,0.5,1.0,0.0,1.0,100.0
7704,2015.0,342.0,0.0,0.5,1.0,0.0,2.0,20.0
7705,2013.0,283.0,4.0,0.1875,2.0,0.0,1.0,20.0
7706,2014.0,79.0,0.0,1.0,1.0,0.0,1.0,29.995
7707,2015.0,51.0,0.0,1.0,1.0,0.0,1.0,17.039
7708,2014.0,144.0,68.0,0.021015825,30.0,0.0,1.0,10.0
7709,2014.0,90.0,4.0,0.041666668,1.0,0.0,2.0,4.1
7710,2016.0,276.0,2.0,1.0,1.0,0.0,1.0,4.378331
7711,2014.0,87.0,144.0,2.5795336,1724.0,1724.0,7.0,160.0
7712,2015.0,294.0,144.0,1.7967149,3675.0,4.0,3.0,40.00063
7713,2014.0,163.0,34.0,0.041269843,2.0,0.0,1.0,3.4253795
7714,2016.0,270.0,0.0,0.5,1.0,0.0,1.0,30.0
7715,2014.0,177.0,8.0,1.0,1.0,0.0,2.0,3.0
7716,2015.0,198.0,0.0,0.5,1.0,0.0,1.0,18.9
7717,2014.0,69.0,144.0,1.2572951,1115.0,0.0,1.0,10.53438
7718,2011.0,338.0,0.0,1.0,2.0,0.0,3.0,66.0
7719,2016.0,83.0,144.0,0.048882607,1057.0,0.0,1.0,41.0
7720,2013.0,114.0,0.0,1.0,1.0,0.0,2.0,10.443124
7721,2017.0,150.0,144.0,0.0022746143,4237.0,0.0,2.0,13.930117
7722,2014.0,229.0,144.0,0.014105903,1290.0,0.0,1.0,15.0
7723,2011.0,327.0,26.0,6.1035156e-05,1.0,0.0,1.0,5.6639786
7724,2011.0,41.0,52.0,7.450581e-09,1.0,0.0,1.0,5.0
7725,2012.0,172.0,96.0,0.00390625,1518.0,0.0,2.0,13.249872
7726,2013.0,350.0,0.0,1.0,1.0,0.0,1.0,5.0
7727,2018.0,29.0,2.0,0.009803922,1.0,0.0,2.0,10.0
7728,2014.0,73.0,22.0,0.25,1.0,0.0,1.0,4.99
7729,2014.0,306.0,144.0,0.01788409,1294.0,0.0,2.0,57.56011
7730,2016.0,154.0,144.0,0.4123284,2495.0,0.0,2.0,12.0
7731,2016.0,79.0,4.0,0.0011904762,4.0,0.0,1.0,5.0
7732,2013.0,287.0,2.0,0.5,1.0,0.0,2.0,3.1283169
7733,2013.0,268.0,0.0,1.0,1.0,0.0,2.0,69.542946
7734,2012.0,114.0,0.0,0.5,1.0,0.0,5.0,371.939
7735,2015.0,256.0,2.0,0.1,1.0,0.0,1.0,6.385965
7736,2013.0,275.0,122.0,0.25,3.0,0.0,3.0,12.34
7737,2016.0,151.0,2.0,3.0,5.0,0.0,5.0,586.7676
7738,2016.0,170.0,40.0,0.5019531,1.0,1.0,2.0,20.0
7739,2014.0,81.0,6.0,1.0625,2.0,0.0,4.0,22.009
7740,2016.0,341.0,26.0,1.0,1.0,0.0,1.0,3.15867
7741,2012.0,196.0,2.0,0.020130368,57.0,0.0,1.0,116.9
7742,2016.0,96.0,0.0,0.5,1.0,0.0,1.0,31.800547
7743,2014.0,9.0,8.0,0.046875,2.0,0.0,1.0,8.854548
7744,2014.0,5.0,2.0,0.25,1.0,0.0,1.0,10.6651745
7745,2013.0,310.0,0.0,1.0,1.0,0.0,2.0,89.7
7746,2017.0,218.0,2.0,0.5,1.0,0.0,2.0,9.999797
7747,2017.0,216.0,144.0,0.041109644,5295.0,0.0,2.0,11.720627
7748,2013.0,336.0,0.0,1.0,1.0,0.0,2.0,264.75223
7749,2016.0,286.0,14.0,1.25,3.0,0.0,4.0,52.5
7750,2013.0,316.0,46.0,1.8169378e-13,1.0,0.0,2.0,582.1356
7751,2012.0,313.0,2.0,1.0,1.0,0.0,1.0,122.180405
7752,2012.0,209.0,78.0,0.012249545,41.0,0.0,2.0,9.95
7753,2014.0,82.0,144.0,1.5334474,923.0,0.0,2.0,15.33
7754,2012.0,272.0,14.0,0.125,1.0,0.0,2.0,529.45685
7755,2014.0,94.0,144.0,1.1542557,1528.0,832.0,3.0,212.99626
7756,2016.0,196.0,144.0,0.49275643,5913.0,0.0,1.0,20.0
7757,2016.0,232.0,10.0,0.25,1.0,0.0,2.0,5.6980796
7758,2015.0,259.0,144.0,0.057549752,3170.0,3154.0,2.0,11.927724
7759,2014.0,179.0,14.0,0.015794838,6.0,0.0,1.0,92.0
7760,2013.0,331.0,2.0,1.0,1.0,0.0,1.0,10.0
7761,2017.0,97.0,144.0,1.5338874,5065.0,0.0,2.0,5.20274
7762,2012.0,348.0,118.0,0.013907102,31.0,0.0,2.0,1785.2971
7763,2016.0,260.0,144.0,0.25523463,3053.0,0.0,2.0,3.278
