"date","unit"
1976-02-17,28.5
1976-02-18,29.5
1976-02-19,24.7
1976-02-20,24
1976-02-21,25.1
1976-02-22,23.3
1976-02-23,22
1976-02-24,25.2
1976-02-25,26.7
1976-02-26,22.2
1976-02-27,24.8
1976-02-28,27.5
1976-03-01,29.4
1976-03-02,31
1976-03-03,28.7
1976-03-04,28.6
1976-03-05,29.3
1976-03-06,27.3
1976-03-07,27.9
1976-03-08,29.3
1976-03-09,30.4
1976-03-10,27.3
1976-03-11,26.8
1976-03-12,26.7
1976-03-13,21.8
1976-03-14,24.1
1976-03-15,24
1976-03-16,23.8
1976-03-17,21
1976-03-18,21.5
1976-03-19,24
1976-03-20,26.1
1976-03-21,26.3
1976-03-22,25.9
1976-03-23,25.5
1976-03-24,22.6
1976-03-25,22.2
1976-03-26,18.4
1976-03-27,18.5
1976-03-28,20.8
1976-03-29,19.4
1976-03-30,18.7
1976-03-31,21.6
1976-04-01,22.3
1976-04-02,24.1
1976-04-03,23.2
1976-04-04,23.2
1976-04-05,28.2
1976-04-06,21.6
1976-04-07,23.2
1976-04-08,20.9
1976-04-09,22.9
1976-04-10,22.5
1976-04-11,24.3
1976-04-12,22.9
1976-04-13,23
1976-04-14,21.9
1976-04-15,17.5
1976-04-16,20.4
1976-04-17,19.9
1976-04-18,21
1976-04-19,17.6
1976-04-20,18
1976-04-21,18.6
1976-04-22,19.2
1976-04-23,18.8
1976-04-24,17.3
1976-04-25,20
1976-04-26,20.9
1976-04-27,23
1976-04-28,24.8
1976-04-29,23.5
1976-04-30,22.2
1976-05-01,23.2
1976-05-02,23.6
1976-05-03,20.8
1976-05-04,23.4
1976-05-05,19.4
1976-05-06,19.3
1976-05-07,19.8
1976-05-08,19.5
1976-05-09,18.5
1976-05-10,21.5
1976-05-11,22.7
1976-05-12,21.7
1976-05-13,20.9
1976-05-14,20.4
1976-05-15,18.7
1976-05-16,17.3
1976-05-17,17.1
1976-05-18,20.7
1976-05-19,20.6
1976-05-20,16.4
1976-05-21,14.2
1976-05-22,20
1976-05-23,18.5
1976-05-24,18.2
1976-05-25,19.7
1976-05-26,18
1976-05-27,19.2
1976-05-28,19.3
1976-05-29,21.1
1976-05-30,22.2
1976-05-31,15.6
1976-06-01,11.3
1976-06-02,10.4
1976-06-03,11.1
1976-06-04,15.6
1976-06-05,17.9
1976-06-06,16.8
1976-06-07,18
1976-06-08,19.3
1976-06-09,16.9
1976-06-10,16.2
1976-06-11,17.6
1976-06-12,17.8
1976-06-13,15.2
1976-06-14,18.5
1976-06-15,19.2
1976-06-16,18.7
1976-06-17,20.2
1976-06-18,19.2
1976-06-19,19.1
1976-06-20,17.1
1976-06-21,15.6
1976-06-22,14
1976-06-23,13.7
1976-06-24,14.3
1976-06-25,13.5
1976-06-26,11.3
1976-06-27,10.4
1976-06-28,9.5
1976-06-29,11.4
1976-06-30,17
1976-07-01,15
1976-07-02,16.1
1976-07-03,18.7
1976-07-04,15.9
1976-07-05,14.3
1976-07-06,16
1976-07-07,15.2
1976-07-08,16
1976-07-09,18.7
1976-07-10,17
1976-07-11,17.5
1976-07-12,16.1
1976-07-13,16.5
1976-07-14,12.3
1976-07-15,10.8
1976-07-16,11.6
1976-07-17,14.3
1976-07-18,14.8
1976-07-19,14.8
1976-07-20,16.2
1976-07-21,14.3
1976-07-22,10.6
1976-07-23,12.1
1976-07-24,14.3
1976-07-25,16.7
1976-07-26,13.2
1976-07-27,14.5
1976-07-28,18
1976-07-29,20.2
1976-07-30,17
1976-07-31,16.6
1976-08-01,12.7
1976-08-02,16.5
1976-08-03,17.1
1976-08-04,17.4
1976-08-05,16.1
1976-08-06,16.6
1976-08-07,16.6
1976-08-08,14.6
1976-08-09,16
1976-08-10,19.5
1976-08-11,16.3
1976-08-12,16.8
1976-08-13,14.8
1976-08-14,12.8
1976-08-15,14.8
1976-08-16,15.7
1976-08-17,15.6
1976-08-18,15.6
1976-08-19,18
1976-08-20,17.1
1976-08-21,14.1
1976-08-22,17.6
1976-08-23,16
1976-08-24,14.5
1976-08-25,16.4
1976-08-26,15.2
1976-08-27,13.2
1976-08-28,15.3
1976-08-29,16
1976-08-30,13
1976-08-31,17
1976-09-01,17.8
1976-09-02,17.8
1976-09-03,15.1
1976-09-04,17.6
1976-09-05,17.9
1976-09-06,16.8
1976-09-07,14
1976-09-08,16
1976-09-09,22.3
1976-09-10,16.9
1976-09-11,16.5
1976-09-12,17.3
1976-09-13,16.2
1976-09-14,15.5
1976-09-15,17.9
1976-09-16,16.4
1976-09-17,18.9
1976-09-18,18.3
1976-09-19,19.6
1976-09-20,17.6
1976-09-21,16.2
1976-09-22,21.6
1976-09-23,16.8
1976-09-24,15.3
1976-09-25,18.2
1976-09-26,14.8
1976-09-27,18
1976-09-28,14
1976-09-29,20.9
1976-09-30,22.4
1976-10-01,19.5
1976-10-02,15.2
1976-10-03,14.1
1976-10-04,18.5
1976-10-05,20.7
1976-10-06,18.2
1976-10-07,16.3
1976-10-08,18.7
1976-10-09,18.4
1976-10-10,19
1976-10-11,19.9
1976-10-12,20
1976-10-13,19.9
1976-10-14,17
1976-10-15,20.2
1976-10-16,16.5
1976-10-17,16.2
1976-10-18,22.2
1976-10-19,21.9
1976-10-20,18.4
1976-10-21,19.2
1976-10-22,18.5
1976-10-23,21.4
1976-10-24,19.2
1976-10-25,22.4
1976-10-26,20.6
1976-10-27,17
1976-10-28,18
1976-10-29,18.3
1976-10-30,22.5
1976-10-31,17
1976-11-01,17.1
1976-11-02,19
1976-11-03,17.5
1976-11-04,21.5
1976-11-05,24
1976-11-06,22.3
1976-11-07,20
1976-11-08,20.9
1976-11-09,17.3
1976-11-10,18.7
1976-11-11,20.3
1976-11-12,21.5
1976-11-13,18.4
1976-11-14,20.4
1976-11-15,22.2
1976-11-16,22.8
1976-11-17,25
1976-11-18,19.9
1976-11-19,20.9
1976-11-20,21.4
1976-11-21,22.2
1976-11-22,24.5
1976-11-23,30.6
1976-11-24,23.9
1976-11-25,23.4
1976-11-26,21.9
1976-11-27,22.1
1976-11-28,23
1976-11-29,26.9
1976-11-30,26.7
1976-12-01,25.3
1976-12-02,27.3
1976-12-03,22.7
1976-12-04,22.3
1976-12-05,19.6
1976-12-06,23.1
1976-12-07,25
1976-12-08,25.5
1976-12-09,23.1
1976-12-10,27.7
1976-12-11,25.2
1976-12-12,23.8
1976-12-13,21.6
1976-12-14,19.4
1976-12-15,21.2
1976-12-16,21.6
1976-12-17,21.1
1976-12-18,26.3
1976-12-19,25.4
1976-12-20,21.6
1976-12-21,21.3
1976-12-22,20.8
1976-12-23,21
1976-12-24,21.7
1976-12-25,25.4
1976-12-26,25
1976-12-27,22.3
1976-12-28,20.7
1976-12-29,19.4
1976-12-30,23.4
1976-12-31,21.7
1977-01-01,23.8
1977-01-02,22.3
1977-01-03,24.6
1977-01-04,23.5
1977-01-05,23.3
1977-01-06,24.3
1977-01-07,25.4
1977-01-08,23.8
1977-01-09,26.4
1977-01-10,27.8
1977-01-11,31.1
1977-01-12,28
1977-01-13,24.5
1977-01-14,24.8
1977-01-15,23.7
1977-01-16,19.7
1977-01-17,20.5
1977-01-18,24
1977-01-19,23.5
1977-01-20,23.5
1977-01-21,22.3
1977-01-22,23.3
1977-01-23,23.3
1977-01-24,29.5
1977-01-25,24
1977-01-26,26.1
1977-01-27,25.9
1977-01-28,25.9
1977-01-29,22.6
1977-01-30,25.4
1977-01-31,25.1
1977-02-01,21
1977-02-02,21.2
1977-02-03,23.8
1977-02-04,23.8
1977-02-05,23.4
1977-02-06,21.9
1977-02-07,22.4
1977-02-08,24.9
1977-02-09,25.1
1977-02-10,26.6
1977-02-11,24.6
1977-02-12,24
1977-02-13,22
1977-02-14,23.1
1977-02-15,26.3
1977-02-16,24.7
1977-02-17,27.6
1977-02-18,21.7
1977-02-19,23
1977-02-20,22.7
1977-02-21,25.3
1977-02-22,29
1977-02-23,26
1977-02-24,24.2
1977-02-25,25.5
1977-02-26,25.5
1977-02-27,26.3
1977-02-28,28.1
1977-03-01,28.3
1977-03-02,26.3
1977-03-03,28
1977-03-04,28.8
1977-03-05,28.3
1977-03-06,26.2
1977-03-07,23.2
1977-03-08,19.3
1977-03-09,22
1977-03-10,24.3
1977-03-11,24
1977-03-12,21.1
1977-03-13,18.2
1977-03-14,20
1977-03-15,24
1977-03-16,20.6
1977-03-17,20.6
1977-03-18,24.1
1977-03-19,24
1977-03-20,22.6
1977-03-21,21.5
1977-03-22,23.3
1977-03-23,25
1977-03-24,26.4
1977-03-25,25.9
1977-03-26,27
1977-03-27,29.6
1977-03-28,23.2
1977-03-29,19.9
1977-03-30,20.9
1977-03-31,22.3
1977-04-01,24.3
1977-04-02,23.7
1977-04-03,20
1977-04-04,21.2
1977-04-05,23.2
1977-04-06,26
1977-04-07,24.8
1977-04-08,24.2
1977-04-09,24.1
1977-04-10,23.7
1977-04-11,27.5
1977-04-12,25.4
1977-04-13,27.4
1977-04-14,24.1
1977-04-15,18.9
1977-04-16,19.2
1977-04-17,21.6
1977-04-18,22.2
1977-04-19,20.5
1977-04-20,22.8
1977-04-21,23.5
1977-04-22,23.7
1977-04-23,20.2
1977-04-24,21.7
1977-04-25,22.7
1977-04-26,20.5
1977-04-27,19.4
1977-04-28,17.9
1977-04-29,20.1
1977-04-30,18.5
1977-05-01,22
1977-05-02,22.9
1977-05-03,21.6
1977-05-04,23.3
1977-05-05,25
1977-05-06,22.3
1977-05-07,16
1977-05-08,13.9
1977-05-09,15.9
1977-05-10,22.7
1977-05-11,19.6
1977-05-12,21.3
1977-05-13,20.1
1977-05-14,19.2
1977-05-15,18.5
1977-05-16,17.9
1977-05-17,22.4
1977-05-18,18.1
1977-05-19,18.4
1977-05-20,17.7
1977-05-21,14.8
1977-05-22,13.5
1977-05-23,16.2
1977-05-24,19
1977-05-25,19.5
1977-05-26,19.7
1977-08-25,16.4
1977-08-26,17
1977-08-27,11.1
1977-08-28,14.9
1977-08-29,20.6
1977-08-30,17.6
1977-08-31,16.9
1977-09-01,15
1977-09-02,18.5
1977-09-03,17.6
1977-09-04,16.6
1977-09-05,19.4
1977-09-06,19.3
1977-09-07,16.5
1977-09-08,12
1977-09-09,14.3
1977-09-10,19.5
1977-09-11,23.6
1977-09-12,21.6
1977-09-13,18.8
1977-09-14,16.2
1977-09-15,19.1
1977-09-16,19.4
1977-09-17,12.7
1977-09-18,16.3
1977-09-19,20.6
1977-09-20,25.3
1977-09-21,18.6
1977-09-22,15.8
1977-09-23,14.2
1977-09-24,19.6
1977-09-25,25.3
1977-09-26,18.8
1977-09-27,13.6
1977-09-28,20.1
1977-09-29,17.7
1977-09-30,19
1977-10-01,20.3
1977-10-02,19.5
1977-10-03,18.9
1977-10-04,20
1977-10-05,23
1977-10-06,18.2
1977-10-07,18.8
1977-10-08,15
1977-10-09,18.8
1977-10-10,18.2
1977-10-11,20.8
1977-10-12,19.3
1977-10-13,16.5
1977-10-14,16.7
1977-10-15,24.8
1977-10-16,23.6
1977-10-17,19.5
1977-10-18,20.3
1977-10-19,19.9
1977-10-20,15.4
1977-10-21,19.9
1977-10-22,18
1977-10-23,19.9
1977-10-24,21.4
1977-10-25,20.6
1977-10-26,22.3
1977-10-27,23.4
1977-10-28,27.4
1977-10-29,22.6
1977-10-30,23.9
1977-10-31,23.8
1977-11-01,24.4
1977-11-02,20.8
1977-11-03,22
1977-11-04,20.1
1977-11-05,21.5
1977-11-06,27.3
1977-11-07,28.2
1977-11-08,24.4
1977-11-09,22.1
1977-11-10,20.5
1977-11-11,17.6
1977-11-12,21.6
1977-11-13,22.8
1977-11-14,23.6
1977-11-15,22.2
1977-11-16,21.3
1977-11-17,17.8
1977-11-18,19.7
1977-11-19,18.9
1977-11-20,17.3
1977-11-21,24
1977-11-22,21.2
1977-11-23,19.5
1977-11-24,20.1
1977-11-25,22
1977-11-26,21.9
1977-11-27,17.8
1977-11-28,23.7
1977-11-29,23.7
1977-11-30,21.7
1977-12-01,22.3
1977-12-02,22.2
1977-12-03,25.2
1977-12-04,26.3
1977-12-05,29.5
1977-12-06,29.2
1977-12-07,28.4
1977-12-08,24.5
1977-12-09,23.1
1977-12-10,20
1977-12-11,20.1
1977-12-12,23
1977-12-13,20.4
1977-12-14,21.5
1977-12-15,22.4
1977-12-16,22.6
1977-12-17,22.9
1977-12-18,26.2
1977-12-19,23.7
1977-12-20,24.4
1977-12-21,22.1
1977-12-22,22.2
1977-12-23,22.9
1977-12-24,19
1977-12-25,21.9
1977-12-26,23.6
1977-12-27,23
1977-12-28,22.6
1977-12-29,22.5
1977-12-30,24.7
1977-12-31,22
