image_name,x_min,x_max,y_min,y_max
image_9082,90,383,95,326
image_9083,192,375,11,387
image_9084,131,476,0,352
image_9085,130,308,134,251
image_9086,216,498,69,289
image_9087,41,296,30,398
image_9088,83,415,56,329
image_9089,0,366,0,331
image_9090,69,435,13,330
image_9091,133,356,0,267
image_9092,21,198,8,373
image_9093,92,390,1,374
image_9094,16,164,18,166
image_9095,0,314,40,488
image_9096,14,221,10,183
image_9097,72,325,33,470
image_9098,116,400,9,374
image_9099,87,281,28,309
image_9100,28,284,32,357
image_9101,95,217,138,295
image_9102,35,327,116,432
image_9103,176,411,5,331
image_9104,111,371,24,289
image_9105,43,360,35,456
image_9106,3,463,18,497
image_9107,27,373,35,450
image_9108,130,427,27,348
image_9109,169,369,15,326
image_9110,30,373,8,498
image_9111,61,295,10,362
image_9112,152,390,24,330
image_9113,89,383,31,353
image_9114,146,356,10,332
image_9115,111,408,12,344
image_9116,174,1018,1,762
image_9117,1,373,136,456
image_9118,94,455,30,332
image_9119,115,270,273,456
image_9120,1,469,0,331
image_9121,0,254,177,435
image_9122,0,372,108,441
image_9123,43,321,270,498
image_9124,124,357,27,281
image_9125,103,413,3,285
image_9126,161,345,82,327
image_9127,26,357,8,418
image_9128,21,343,31,428
image_9129,109,318,49,291
image_9130,67,300,226,448
image_9131,86,370,78,490
image_9132,10,218,19,259
image_9133,159,494,18,368
image_9134,140,364,64,269
image_9135,82,378,7,355
image_9136,146,370,47,199
image_9137,15,350,2,481
image_9138,109,346,78,332
image_9139,159,333,138,266
image_9140,32,477,46,293
image_9141,33,371,5,477
image_9142,66,467,12,357
image_9143,74,282,51,259
image_9144,136,367,220,463
image_9145,46,290,101,283
image_9146,1,485,4,295
image_9147,194,647,1,597
image_9148,32,419,5,333
image_9149,40,362,35,478
image_9150,34,243,90,395
image_9151,116,285,50,233
image_9152,117,382,43,254
image_9153,20,273,68,447
image_9154,4,446,87,295
image_9155,51,291,51,441
image_9156,11,478,3,252
image_9157,108,486,47,332
image_9158,95,243,155,360
image_9159,123,261,245,448
image_9160,5,498,0,432
image_9161,46,357,31,453
image_9162,11,373,53,485
image_9163,172,420,20,399
image_9164,44,391,72,311
image_9165,20,328,3,333
image_9166,36,353,11,457
image_9167,89,387,32,358
image_9168,30,180,1,176
image_9169,56,364,53,478
image_9170,65,498,1,360
image_9171,187,366,40,292
image_9172,23,370,21,485
image_9173,140,385,2,214
image_9174,33,333,50,327
image_9175,22,367,82,365
image_9176,1,373,87,465
image_9177,30,252,79,340
image_9178,202,340,100,319
image_9179,137,499,1,332
image_9180,129,373,122,271
image_9181,1,373,2,405
image_9182,0,331,12,498
image_9183,5,272,26,353
image_9184,7,372,8,451
image_9185,257,496,54,298
image_9186,17,362,0,496
image_9187,17,471,16,354
image_9188,218,391,174,351
image_9189,1,488,17,294
image_9190,127,499,37,332
image_9191,2,235,1,291
image_9192,212,385,169,327
image_9193,93,269,117,289
image_9194,2,292,1,332
image_9195,165,388,40,271
image_9196,87,483,0,300
image_9197,87,429,11,332
image_9198,149,357,74,350
image_9199,45,416,97,332
image_9200,6,447,12,498
image_9201,63,459,0,332
image_9202,3,360,18,498
image_9203,194,499,1,331
image_9204,182,488,103,308
image_9205,151,262,88,296
image_9206,234,329,141,219
image_9207,209,324,158,321
image_9208,0,499,40,374
image_9209,46,316,102,460
image_9210,0,499,0,374
image_9211,63,176,153,321
image_9212,119,413,92,275
image_9213,208,393,34,243
image_9214,97,241,54,225
image_9215,130,354,87,346
image_9216,151,301,62,233
image_9217,109,220,157,353
image_9218,3,393,78,329
image_9219,145,388,77,345
image_9220,90,438,0,374
image_9221,46,463,85,301
image_9222,147,226,132,250
image_9223,88,273,32,408
image_9224,116,291,121,456
image_9225,337,458,169,287
image_9226,87,333,65,395
image_9227,57,263,125,408
image_9228,1,456,0,359
image_9229,62,429,42,334
image_9230,174,317,67,249
image_9231,0,292,113,498
image_9232,40,233,156,432
image_9233,205,499,103,267
image_9234,77,373,36,498
image_9235,119,457,103,312
image_9236,27,498,1,334
image_9237,120,390,37,237
image_9238,167,275,107,223
image_9239,138,305,30,332
image_9240,15,438,9,374
image_9241,169,419,169,362
image_9242,30,369,0,374
image_9243,50,373,1,498
image_9244,128,345,125,395
image_9245,0,300,26,498
image_9246,8,454,26,278
image_9247,12,217,16,180
image_9248,108,357,14,374
image_9249,92,511,42,328
image_9250,0,310,2,498
image_9251,26,223,16,347
image_9252,1,481,11,329
image_9253,198,390,29,274
image_9254,186,385,50,332
image_9255,31,535,49,363
image_9256,0,499,0,328
image_9257,49,437,0,332
image_9258,0,443,0,374
image_9259,17,499,138,328
image_9260,104,399,43,308
image_9261,93,499,0,374
image_9262,103,499,71,354
image_9263,78,221,146,406
image_9264,34,370,22,328
image_9265,251,479,188,385
image_9266,27,498,1,328
image_9267,16,326,10,263
image_9268,103,273,118,308
image_9269,265,406,55,296
image_9270,11,265,67,456
image_9271,110,467,131,305
image_9272,52,127,130,220
image_9273,48,279,49,201
image_9274,147,345,25,237
image_9275,4,454,33,353
image_9276,42,440,0,328
image_9277,122,298,181,293
image_9278,43,419,61,285
image_9279,0,437,0,331
image_9280,74,225,161,373
image_9281,1,499,0,220
image_9282,72,344,94,274
image_9283,246,402,197,329
image_9284,3,270,21,238
image_9285,22,287,19,239
image_9286,109,370,0,315
image_9287,188,381,4,311
image_9288,38,292,233,374
image_9289,85,288,2,465
image_9290,235,329,142,232
image_9291,33,358,166,375
image_9292,118,402,127,241
image_9293,143,355,11,399
image_9294,164,381,141,329
image_9295,0,291,72,385
image_9296,2,300,60,332
image_9297,93,317,49,326
image_9298,2,442,3,374
image_9299,207,336,125,213
image_9300,20,308,32,190
image_9301,0,395,1,389
image_9302,65,430,87,326
image_9303,153,391,1,205
image_9304,32,354,20,327
image_9305,98,332,2,456
image_9306,134,387,62,289
image_9307,0,373,0,498
image_9308,95,351,41,343
image_9309,0,480,79,340
image_9310,56,253,48,466
image_9311,11,225,17,311
image_9312,0,302,0,452
image_9313,57,403,63,350
image_9314,172,289,30,272
image_9315,106,289,109,315
image_9316,20,458,15,473
image_9317,47,445,41,274
image_9318,213,499,39,247
image_9319,130,364,54,311
image_9320,26,327,58,401
image_9321,141,387,115,294
image_9322,30,214,72,331
image_9323,227,405,32,307
image_9324,0,408,0,296
image_9325,0,237,84,331
image_9326,95,264,37,356
image_9327,135,337,127,312
image_9328,32,499,34,374
image_9329,143,423,103,237
image_9330,116,384,105,264
image_9331,23,381,40,374
image_9332,146,435,43,368
image_9333,56,373,68,396
image_9334,0,330,2,498
image_9335,88,449,0,372
image_9336,0,301,0,191
image_9337,6,413,43,299
image_9338,78,499,11,331
image_9339,56,499,0,308
image_9340,37,424,0,374
image_9341,177,314,160,252
image_9342,143,467,158,334
image_9343,21,344,40,464
image_9344,10,499,1,374
image_9345,2,316,56,340
image_9346,2,438,0,251
image_9347,28,467,6,498
image_9348,7,453,123,326
image_9349,137,361,73,299
image_9350,185,321,182,291
image_9351,41,349,0,248
image_9352,253,410,108,241
image_9353,35,223,177,386
image_9354,203,338,118,314
image_9355,5,320,8,480
image_9356,120,373,95,331
image_9357,1,499,1,374
image_9358,233,297,136,226
image_9359,127,269,85,190
image_9360,31,426,43,262
image_9361,161,404,36,342
image_9362,63,316,76,495
image_9363,228,330,127,293
image_9364,0,499,0,374
image_9365,167,342,59,301
image_9366,30,357,46,497
image_9367,250,307,238,309
image_9368,141,338,79,292
image_9369,109,350,15,374
image_9370,66,457,78,374
image_9371,101,368,76,343
image_9372,21,290,110,432
image_9373,69,480,1,363
image_9374,201,384,62,278
image_9375,81,262,141,429
image_9376,84,349,55,331
image_9377,201,258,252,332
image_9378,122,262,128,316
image_9379,212,404,0,332
image_9380,169,332,11,347
image_9381,149,301,23,209
image_9382,119,428,19,316
image_9383,44,186,23,323
image_9384,51,304,13,406
image_9385,1,499,1,374
image_9386,108,306,50,338
image_9387,180,322,16,234
image_9388,126,324,15,350
image_9389,132,384,0,359
image_9390,13,301,1,498
image_9391,134,416,9,374
image_9392,134,328,104,243
image_9393,0,499,36,372
image_9394,72,332,36,333
image_9395,144,334,0,227
image_9396,28,454,3,497
image_9397,40,156,37,206
image_9398,43,345,43,293
image_9399,14,182,89,361
image_9400,55,421,8,386
image_9401,2,265,16,364
image_9402,50,319,47,275
image_9403,20,169,1,126
image_9404,33,379,62,230
image_9405,186,343,64,248
image_9406,0,388,36,498
image_9407,1,497,5,424
image_9408,19,445,0,374
image_9409,178,312,125,372
image_9410,53,311,79,349
image_9411,84,366,65,374
image_9412,142,309,39,191
image_9413,33,320,53,497
image_9414,107,498,1,261
image_9415,149,342,114,334
image_9416,72,327,6,374
image_9417,34,499,0,332
image_9418,103,497,4,348
image_9419,250,499,55,247
image_9420,15,498,0,331
image_9421,204,499,102,236
image_9422,47,343,7,433
image_9423,158,304,135,261
image_9424,372,475,216,365
image_9425,187,499,0,374
image_9426,169,294,5,241
image_9427,128,336,75,329
image_9428,41,388,0,299
image_9429,235,440,115,328
image_9430,77,355,0,373
image_9431,232,420,100,498
image_9432,46,311,60,361
image_9433,0,499,0,313
image_9434,31,451,0,373
image_9435,0,421,0,332
image_9436,3,373,0,498
image_9437,35,182,18,154
image_9438,15,499,4,277
image_9439,1,368,1,332
image_9440,150,427,6,374
image_9441,0,492,87,327
image_9442,27,438,2,374
image_9443,177,499,1,332
image_9444,82,308,207,392
image_9445,65,344,97,344
image_9446,38,377,10,498
image_9447,121,373,105,498
image_9448,78,290,141,435
image_9449,61,146,16,185
image_9450,18,499,5,279
image_9451,47,164,13,210
image_9452,88,411,0,374
image_9453,115,309,4,334
image_9454,25,473,11,222
image_9455,125,320,0,330
image_9456,41,346,28,330
image_9457,88,393,32,358
image_9458,197,304,94,219
image_9459,73,242,58,233
image_9460,1,286,46,257
image_9461,49,497,50,253
image_9462,182,318,87,274
image_9463,8,522,128,730
image_9464,91,357,70,310
image_9465,87,391,25,353
image_9466,98,486,24,292
image_9467,154,359,40,347
image_9468,135,360,12,374
image_9469,182,414,142,374
image_9470,159,293,13,178
image_9471,102,229,153,261
image_9472,58,257,296,461
image_9473,67,344,0,332
image_9474,152,325,44,241
image_9475,81,311,48,432
image_9476,0,192,6,189
image_9477,188,242,207,301
image_9478,8,441,0,276
image_9479,0,330,2,498
image_9480,171,499,55,329
image_9481,0,464,13,498
image_9482,0,297,24,291
image_9483,148,460,64,331
image_9484,252,403,93,268
image_9485,207,343,116,306
image_9486,0,435,21,426
image_9487,58,480,123,319
image_9488,118,257,91,296
image_9489,0,207,8,238
image_9490,0,491,3,333
image_9491,114,423,45,321
image_9492,115,256,226,400
image_9493,125,324,0,312
image_9494,1,438,29,299
image_9495,0,469,0,332
image_9496,207,326,288,383
image_9497,56,417,57,392
image_9498,71,386,22,335
image_9499,100,358,0,330
image_9500,176,372,142,491
image_9501,0,381,8,374
image_9502,49,481,9,496
image_9503,50,494,144,289
image_9504,126,250,171,373
image_9505,126,328,29,308
image_9506,64,285,2,334
image_9507,113,306,102,372
image_9508,230,303,259,319
image_9509,26,499,35,331
image_9510,56,499,41,327
image_9511,156,464,21,316
image_9512,76,302,148,355
image_9513,155,252,79,156
image_9514,82,423,51,310
image_9515,124,394,30,374
image_9516,122,352,41,302
image_9517,107,344,9,283
image_9518,13,490,19,338
image_9519,45,446,1,464
image_9520,216,276,218,272
image_9521,0,332,70,498
image_9522,154,327,79,356
image_9523,6,499,0,374
image_9524,19,499,0,362
image_9525,10,492,9,381
image_9526,124,423,53,332
image_9527,16,492,12,419
image_9528,55,407,25,374
image_9529,58,302,85,473
image_9530,0,408,0,468
image_9531,7,278,51,282
image_9532,50,354,24,332
image_9533,22,250,81,327
image_9534,0,484,0,374
image_9535,107,499,72,274
image_9536,24,424,43,255
image_9537,100,287,53,270
image_9538,19,388,23,374
image_9539,39,499,1,373
image_9540,72,373,150,493
image_9541,92,393,10,332
image_9542,0,479,0,296
image_9543,0,499,1,331
image_9544,0,443,11,431
image_9545,0,325,1,331
image_9546,236,431,8,323
image_9547,0,314,143,360
image_9548,54,345,41,389
image_9549,7,494,1,337
image_9550,143,386,83,362
image_9551,164,429,1,270
image_9552,0,176,0,331
image_9553,3,459,3,373
image_9554,36,343,39,231
image_9555,0,380,21,333
image_9556,102,289,188,339
image_9557,224,471,24,317
image_9558,72,470,46,431
image_9559,3,331,1,350
image_9560,32,373,48,498
image_9561,47,281,60,450
image_9562,116,405,47,323
image_9563,1,374,15,279
image_9564,53,499,20,315
image_9565,67,282,137,427
image_9566,63,498,73,293
image_9567,169,499,21,323
image_9568,141,423,40,185
image_9569,196,499,1,374
image_9570,19,338,0,294
image_9571,0,299,81,481
image_9572,42,307,32,237
image_9573,181,498,27,371
image_9574,219,798,0,532
image_9575,69,401,0,374
image_9576,10,194,0,193
image_9577,0,422,5,450
image_9578,88,495,0,373
image_9579,23,362,30,268
image_9580,65,426,32,218
image_9581,100,448,85,226
image_9582,1,455,0,330
image_9583,29,456,0,373
image_9584,166,363,62,374
image_9585,154,291,0,256
image_9586,128,348,105,493
image_9587,135,438,103,349
image_9588,92,490,12,331
image_9589,83,285,95,374
image_9590,28,451,47,374
image_9591,57,499,27,332
image_9592,55,237,282,498
image_9593,0,331,88,498
image_9594,80,283,117,406
image_9595,1,389,121,374
image_9596,0,431,0,374
image_9597,76,498,1,330
image_9598,78,343,124,332
image_9599,11,280,45,492
image_9600,19,499,2,374
image_9601,90,466,26,373
image_9602,0,440,39,373
image_9603,73,248,163,308
image_9604,0,321,84,295
image_9605,37,330,52,421
image_9606,8,448,29,542
image_9607,150,348,113,294
image_9608,0,476,112,498
image_9609,78,408,45,327
image_9610,0,499,0,351
image_9611,15,159,13,184
image_9612,1,375,1,330
image_9613,252,438,122,340
image_9614,195,448,237,373
image_9615,74,275,17,346
image_9616,129,382,110,315
image_9617,7,388,41,296
image_9618,0,499,0,374
image_9619,33,487,32,315
image_9620,3,333,42,425
image_9621,27,454,15,373
image_9622,11,405,0,330
image_9623,1,304,13,496
image_9624,130,418,42,309
image_9625,159,499,34,374
image_9626,8,497,54,302
image_9627,112,405,25,295
image_9628,11,375,71,286
image_9629,25,412,25,485
image_9630,101,499,0,331
image_9631,3,347,63,373
image_9632,1,499,0,374
image_9633,113,365,129,287
image_9634,94,448,99,374
image_9635,1,499,61,331
image_9636,71,306,36,306
image_9637,0,499,0,374
image_9638,63,416,34,330
image_9639,172,499,48,332
image_9640,35,357,54,367
image_9641,96,364,66,332
image_9642,0,479,28,374
image_9643,215,421,156,374
image_9644,73,426,0,277
image_9645,126,499,2,331
image_9646,127,377,39,332
image_9647,28,332,46,438
image_9648,0,399,0,320
image_9649,37,460,5,367
image_9650,140,306,190,451
image_9651,40,434,56,358
image_9652,0,333,1,487
image_9653,12,363,11,379
image_9654,73,491,1,374
image_9655,31,391,14,332
image_9656,0,423,2,332
image_9657,21,266,30,298
image_9658,102,498,11,475
image_9659,17,375,1,332
image_9660,69,313,97,354
image_9661,60,313,238,498
image_9662,169,304,251,483
image_9663,0,249,106,373
image_9664,0,499,28,373
image_9665,141,402,37,363
image_9666,32,371,34,442
image_9667,23,483,0,498
image_9668,0,279,6,482
image_9669,193,498,128,266
image_9670,46,222,150,311
image_9671,13,330,0,405
image_9672,152,364,81,241
image_9673,38,497,77,330
image_9674,50,364,0,267
image_9675,1,498,2,374
image_9676,2,499,1,374
image_9677,147,439,16,374
image_9678,7,499,2,374
image_9679,1,499,1,374
image_9680,163,499,21,374
image_9681,3,330,35,389
image_9682,105,497,0,331
image_9683,55,271,52,374
image_9684,41,313,40,458
image_9685,165,393,120,277
image_9686,75,485,0,374
image_9687,255,793,73,608
image_9688,88,497,37,332
image_9689,105,335,103,374
image_9690,0,373,21,498
image_9691,10,437,1,332
image_9692,145,457,52,332
image_9693,73,449,28,307
image_9694,63,374,72,374
image_9695,58,252,8,243
image_9696,120,361,54,278
image_9697,73,392,44,332
image_9698,109,499,111,374
image_9699,127,302,101,328
image_9700,129,424,57,332
image_9701,17,391,6,277
image_9702,3,485,12,372
image_9703,175,325,67,267
image_9704,87,388,77,298
image_9705,1,489,22,332
image_9706,16,499,24,333
image_9707,51,466,0,330
image_9708,38,499,0,332
image_9709,72,497,38,332
image_9710,48,443,0,498
image_9711,15,436,24,374
image_9712,10,328,18,492
image_9713,2,416,110,306
image_9714,82,461,65,356
image_9715,71,276,4,326
image_9716,1,364,104,621
image_9717,151,290,136,455
image_9718,73,485,77,299
image_9719,48,236,215,467
image_9720,134,349,0,246
image_9721,40,499,11,375
image_9722,181,429,37,296
image_9723,173,422,118,253
image_9724,133,298,78,238
image_9725,46,357,48,444
image_9726,23,430,25,283
image_9727,65,300,43,373
image_9728,164,397,24,374
image_9729,205,498,75,377
image_9730,7,620,7,465
image_9731,8,450,31,331
image_9732,55,239,24,133
image_9733,17,407,20,373
image_9734,0,488,17,399
image_9735,7,202,48,191
image_9736,50,366,45,420
image_9737,19,421,24,366
image_9738,233,343,111,287
image_9739,219,499,25,374
image_9740,42,470,12,331
image_9741,71,499,71,276
image_9742,74,499,1,331
image_9743,44,499,62,352
image_9744,1,337,0,498
image_9745,147,372,88,384
image_9746,22,217,25,194
image_9747,24,417,45,373
image_9748,74,488,0,373
image_9749,65,141,23,149
image_9750,173,372,91,411
image_9751,0,262,42,332
image_9752,134,343,58,234
image_9753,0,181,80,447
image_9754,1,488,34,319
image_9755,158,303,99,287
image_9756,74,333,45,329
image_9757,0,125,4,241
image_9758,25,217,18,172
image_9759,248,412,189,326
image_9760,128,498,68,353
image_9761,22,373,168,380
image_9762,12,153,9,186
image_9763,177,386,68,374
image_9764,0,373,87,498
image_9765,1,302,52,498
image_9766,40,272,2,253
image_9767,238,442,40,445
image_9768,5,410,44,344
image_9769,14,331,12,245
image_9770,171,448,103,458
image_9771,56,377,87,308
image_9772,237,451,110,358
image_9773,66,399,56,496
image_9774,40,456,0,333
image_9775,47,372,191,402
image_9776,82,415,95,498
image_9777,229,330,165,279
image_9778,77,281,42,415
image_9779,55,257,14,331
image_9780,83,305,66,267
image_9781,1,340,55,361
image_9782,110,499,54,374
image_9783,0,303,106,498
image_9784,0,332,23,498
image_9785,40,357,71,498
image_9786,1,372,151,373
image_9787,36,396,50,374
image_9788,63,458,66,302
image_9789,34,441,105,338
image_9790,148,272,47,238
image_9791,266,450,25,485
image_9792,184,455,83,332
image_9793,12,349,45,388
image_9794,175,386,39,328
image_9795,230,499,4,288
image_9796,44,223,15,209
image_9797,9,488,62,252
image_9798,169,431,128,303
image_9799,53,481,23,397
image_9800,111,431,45,303
image_9801,127,447,42,294
image_9802,6,199,5,199
image_9803,3,245,10,433
image_9804,47,404,30,495
image_9805,73,437,22,426
image_9806,50,306,1,466
image_9807,30,415,55,374
image_9808,53,374,36,280
image_9809,90,407,109,489
image_9810,47,277,27,462
image_9811,163,314,77,302
image_9812,0,174,38,114
image_9813,1,208,13,264
image_9814,175,306,112,289
image_9815,138,490,0,374
image_9816,2,332,58,468
image_9817,114,320,20,508
image_9818,110,499,38,374
image_9819,22,428,24,469
image_9820,129,330,114,433
image_9821,26,429,6,374
image_9822,97,393,0,374
image_9823,257,378,110,320
image_9824,1,481,47,437
image_9825,0,324,200,498
image_9826,32,259,17,492
image_9827,117,498,28,372
image_9828,205,1604,92,1151
image_9829,37,276,103,375
image_9830,0,447,0,398
image_9831,81,212,202,472
image_9832,240,399,68,295
image_9833,26,783,42,643
image_9834,5,367,11,498
image_9835,78,498,13,344
image_9836,1,498,21,287
image_9837,60,265,22,365
image_9838,34,189,3,192
image_9839,32,423,7,285
image_9840,153,331,64,356
image_9841,29,217,58,251
image_9842,53,396,9,374
image_9843,125,244,214,480
image_9844,32,331,63,498
image_9845,35,265,40,252
image_9846,18,180,26,179
image_9847,84,318,81,337
image_9848,78,499,10,385
image_9849,90,329,2,184
image_9850,83,493,38,376
image_9851,123,424,52,315
image_9852,0,324,21,200
image_9853,146,498,5,302
image_9854,1,499,92,698
image_9855,96,361,100,307
image_9856,88,325,40,498
image_9857,39,396,121,284
image_9858,77,349,3,498
image_9859,144,498,38,373
image_9860,0,277,246,498
image_9861,53,322,183,452
image_9862,17,227,11,289
image_9863,93,392,65,359
image_9864,45,638,13,478
image_9865,38,113,37,184
image_9866,30,390,14,319
image_9867,11,281,6,229
image_9868,68,235,13,239
image_9869,21,288,26,312
image_9870,24,280,102,474
image_9871,21,325,15,238
image_9872,62,342,66,278
image_9873,165,427,0,374
image_9874,122,283,64,373
image_9875,72,385,28,226
image_9876,66,259,34,320
image_9877,44,346,56,309
image_9878,130,196,93,172
image_9879,57,230,106,371
image_9880,29,512,20,428
image_9881,128,486,67,360
image_9882,303,422,231,425
image_9883,22,190,18,449
image_9884,29,353,21,322
image_9885,131,437,84,215
image_9886,79,499,28,354
image_9887,59,277,5,237
image_9888,1,243,3,308
image_9889,18,244,47,205
image_9890,87,239,34,273
image_9891,45,390,2,374
image_9892,78,197,31,107
image_9893,51,173,50,152
image_9894,101,430,58,349
image_9895,93,339,38,291
image_9896,61,385,24,334
image_9897,63,468,14,303
image_9898,11,253,5,200
image_9899,16,145,0,198
image_9900,18,280,17,342
image_9901,0,377,38,365
image_9902,9,180,6,129
image_9903,28,337,21,307
image_9904,63,798,43,598
image_9905,33,303,157,475
image_9906,115,410,33,303
image_9907,2,313,1,239
image_9908,67,460,18,332
image_9909,107,432,87,328
image_9910,67,363,93,329
image_9911,36,164,8,155
image_9912,71,380,39,333
image_9913,16,280,6,299
image_9914,19,198,0,140
image_9915,9,387,9,545
image_9916,18,163,3,149
image_9917,40,119,7,193
image_9918,23,274,32,303
image_9919,2,135,42,233
image_9920,0,110,46,185
image_9921,138,594,32,517
image_9922,29,487,80,306
image_9923,76,233,80,408
image_9924,1,366,30,336
image_9925,205,299,48,232
image_9926,4,273,28,231
image_9927,67,276,147,405
image_9928,123,263,190,378
image_9929,5,285,10,246
image_9930,22,177,18,179
image_9931,24,528,102,285
image_9932,59,234,55,295
image_9933,142,256,133,382
image_9934,18,216,29,153
image_9935,6,216,23,214
image_9936,23,266,82,246
image_9937,10,179,68,269
image_9938,175,367,95,335
image_9939,0,197,6,254
image_9940,61,312,44,279
image_9941,36,325,20,246
image_9942,17,467,33,369
image_9943,0,202,17,174
image_9944,136,219,110,246
image_9945,14,498,6,332
image_9946,88,370,96,591
image_9947,182,408,82,542
image_9948,212,429,156,345
image_9949,25,399,7,305
image_9950,46,668,48,517
image_9951,154,302,138,363
image_9952,170,384,50,173
image_9953,81,361,57,389
image_9954,41,480,29,355
image_9955,137,635,2,449
image_9956,187,291,132,226
image_9957,97,278,0,374
image_9958,73,148,0,149
image_9959,68,282,52,189
image_9960,6,355,42,333
image_9961,2,189,5,197
image_9962,210,276,128,243
image_9963,43,510,99,698
image_9964,10,216,6,252
image_9965,4,267,6,274
image_9966,25,331,57,336
image_9967,200,369,110,319
image_9968,32,533,30,379
image_9969,25,316,15,498
image_9970,6,481,6,243
image_9971,66,408,40,349
image_9972,67,200,122,467
image_9973,0,166,18,247
image_9974,57,234,8,225
image_9975,40,121,6,194
image_9976,221,467,46,457
image_9977,3,341,15,253
image_9978,16,323,13,231
image_9979,2,293,17,324
image_9980,7,328,97,341
image_9981,0,316,61,374
image_9982,83,340,111,285
image_9983,36,403,11,482
image_9984,26,324,21,234
image_9985,12,214,13,188
image_9986,21,350,53,281
image_9987,94,396,49,371
image_9988,164,313,36,266
image_9989,14,388,68,332
image_9990,19,293,24,230
image_9991,57,558,62,530
image_9992,93,499,32,322
image_9993,57,467,25,483
image_9994,26,178,11,213
image_9995,27,338,93,333
image_9996,227,541,30,475
image_9997,21,324,34,348
image_9998,97,399,39,299
image_9999,81,252,12,224
image_10000,24,247,42,277
image_10001,73,459,0,336
image_10002,84,531,33,462
image_10003,0,471,0,353
image_10004,8,119,75,254
image_10005,144,289,78,233
image_10006,17,473,0,351
image_10007,81,329,9,299
image_10008,1,185,92,332
image_10009,30,281,33,221
image_10010,40,329,50,295
image_10011,4,416,1,316
image_10012,24,499,7,329
image_10013,39,347,16,254
image_10014,26,669,58,591
image_10015,47,487,13,304
image_10016,65,246,182,363
image_10017,30,495,72,299
image_10018,44,182,23,261
image_10019,256,369,38,196
image_10020,0,499,0,332
image_10021,153,547,119,491
image_10022,74,303,5,525
image_10023,44,387,75,282
image_10024,208,292,195,319
image_10025,46,357,11,428
image_10026,78,352,110,326
image_10027,24,492,3,414
image_10028,22,346,94,348
image_10029,85,424,16,331
image_10030,74,499,29,332
image_10031,249,972,220,794
image_10032,72,471,44,330
image_10033,148,305,115,334
image_10034,38,121,87,234
image_10035,2,498,66,374
image_10036,38,321,153,475
image_10037,229,497,77,462
image_10038,1,331,0,496
image_10039,7,298,81,332
image_10040,230,499,41,228
image_10041,8,280,48,422
image_10042,121,336,75,305
image_10043,34,472,44,352
image_10044,15,326,139,495
image_10045,31,357,137,498
image_10046,0,373,142,428
image_10047,8,498,13,439
image_10048,59,423,68,310
image_10049,39,586,22,556
image_10050,10,494,13,498
image_10051,164,328,129,258
image_10052,0,326,76,288
image_10053,96,340,124,546
image_10054,22,298,6,215
image_10055,56,498,0,476
image_10056,44,413,57,314
image_10057,9,479,14,356
image_10058,100,343,0,374
image_10059,56,361,41,485
image_10060,179,326,113,307
image_10061,56,211,96,359
image_10062,232,424,35,345
image_10063,0,447,138,436
image_10064,99,712,84,609
image_10065,93,384,1,332
image_10066,41,375,26,305
image_10067,1,361,25,498
image_10068,75,447,62,248
image_10069,0,456,26,354
image_10070,0,231,30,261
image_10071,114,345,11,350
image_10072,125,357,63,361
image_10073,74,364,66,332
image_10074,28,558,60,358
image_10075,187,384,141,374
image_10076,84,498,23,356
image_10077,32,373,10,498
image_10078,66,174,10,153
image_10079,0,287,30,200
image_10080,165,499,81,373
image_10081,133,413,50,400
image_10082,0,336,22,329
image_10083,0,373,121,476
image_10084,35,446,4,399
image_10085,140,498,45,373
image_10086,138,368,18,301
image_10087,35,218,26,241
image_10088,194,308,41,165
image_10089,0,298,80,331
image_10090,3,384,2,356
image_10091,144,303,78,296
image_10092,60,477,167,442
image_10093,148,466,187,380
image_10094,88,449,25,344
image_10095,2,499,2,362
image_10096,107,413,70,374
image_10097,38,293,80,324
image_10098,36,281,36,335
image_10099,0,377,3,339
image_10100,35,164,9,152
image_10101,14,270,6,299
image_10102,21,499,23,396
image_10103,2,488,106,331
image_10104,13,256,50,485
image_10105,4,486,10,314
image_10106,278,419,132,298
image_10107,138,353,94,314
image_10108,12,315,23,347
image_10109,76,382,196,486
image_10110,142,481,99,374
image_10111,25,330,46,269
image_10112,77,239,189,452
image_10113,86,230,93,445
image_10114,27,444,58,499
image_10115,194,290,218,356
image_10116,160,216,237,312
image_10117,0,458,23,461
image_10118,179,267,99,276
image_10119,13,1503,265,1356
image_10120,12,331,23,498
image_10121,1,252,152,498
image_10122,0,797,40,1144
image_10123,210,499,48,344
image_10124,42,499,42,383
image_10125,36,249,24,294
image_10126,0,472,35,374
image_10127,212,383,15,315
image_10128,257,454,61,336
image_10129,1,477,69,361
image_10130,41,538,78,428
image_10131,56,606,34,400
image_10132,65,457,13,332
image_10133,2,481,85,337
image_10134,1,252,98,253
image_10135,3,239,4,192
image_10136,0,101,108,201
image_10137,55,499,0,276
image_10138,114,390,148,330
image_10139,106,469,0,332
image_10140,0,239,6,142
image_10141,90,423,0,280
image_10142,71,472,9,287
image_10143,161,292,183,381
image_10144,71,404,3,331
image_10145,45,359,0,346
image_10146,0,467,15,374
image_10147,251,388,20,370
image_10148,146,499,23,260
image_10149,59,496,32,364
image_10150,17,344,0,214
image_10151,96,413,34,715
image_10152,94,327,88,353
image_10153,262,360,62,288
image_10154,68,392,6,347
image_10155,1,461,47,334
